candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
pdmx:QmPQ589isdKoMyKqVCtRnex63FWNQxhph7ruNEZcQ7Kj4d,pdmx,Johann Sebastian Bach,Prelude,,,6,dummy-v0,0.219,0.204,0.259,0.174,0.144,0.000
pdmx:QmPQSpyNYTfkyVqFWXzfVmTxm7rRSQ2Q9fbVs4gu8sRBmu,pdmx,FERNANDO SOR,OPUS- 35,,,6,dummy-v0,0.071,0.296,0.322,0.247,0.064,0.000
pdmx:QmPTQ7PYwjhHJezEQL5pQtZ1XjVxgqWMRu9d6zAiaDwfun,pdmx,arranged by Ross Ingram,Chromatic Major & Minor arpeggios and inversions 2nd position (E-A-D-G-C-F) tuning,,,6,dummy-v0,0.265,0.001,0.552,0.130,0.052,0.000
pdmx:QmPV2oh19frbdhTHVwaJR4mhrssDqhvxjbthpZorgrUnQs,pdmx,Vivaldi,Andante Concerto Em,,,6,dummy-v0,0.000,0.000,0.989,0.011,0.000,0.000
pdmx:QmPYJNG1M6ZSX1JDmKoASZ1K6hwEF6mYR1bT7JxfpaCS1P,pdmx,Francisco Tárrega,Preludio No. 11,,,5,dummy-v0,0.000,0.655,0.134,0.153,0.059,0.000
pdmx:QmPdfB75bHLWRAXj5SWBtAsqtnVZ6Gq2qYAPwd4h9wWNJG,pdmx,Napoleon Coste,"Op. 38, Etude 22",,,6,dummy-v0,0.367,0.048,0.369,0.140,0.076,0.000
pdmx:QmPe1WQzQ7q8HTW6a86jR7z6YKMB983JY2AXpQ83FD4gXF,pdmx,Johann Sebastian BACH,Bourree BWV 1002,,,5,dummy-v0,0.051,0.398,0.357,0.161,0.034,0.000
pdmx:QmPqYHYyxEHJ4vR6RUQ4kZiLWLPnUrfgknf3kLtLw11MF8,pdmx,Francisco Tárrega,Estudio de Escalas,,,5,dummy-v0,0.000,0.466,0.260,0.195,0.080,0.000
pdmx:QmPxCX56tvSF4ZTgEAGt6dFHoFo9cynYr4BN3ujdd2FdmV,pdmx,J. S. Bach,WTC_Prelude_Guitar,,,3,dummy-v0,0.988,0.012,0.000,0.000,0.000,0.000
pdmx:QmQ1wQWSNteLsF7j5dhiz8GHEsVvYDcNrjQNbCrN5Lo1X7,pdmx,"Franz Schubert, arr Johann Kaspar Mertz",Ständchen,,,7,dummy-v0,0.000,0.012,0.253,0.650,0.084,0.000
pdmx:QmQ5cjMqJ9UHmGY642oKU5dUqynygFfehnSv79m9ezz3CW,pdmx,Gustav Holst,In the bleak midwinter,,,7,dummy-v0,0.003,0.325,0.265,0.357,0.051,0.000
pdmx:QmQ8jNzDRubHQaJwGWJiNNMXAtLiyvi3AwVDNx4ogpRFAe,pdmx,Isaac Albéniz,Oriental,,,7,dummy-v0,0.000,0.008,0.018,0.955,0.018,0.000
pdmx:QmQEDffbgxJSgpiUrRuxo73AGFaucrCCovVpaHcCvHfDdy,pdmx,Johann Kaspar Mertz,Romanze,,,7,dummy-v0,0.000,0.010,0.128,0.765,0.097,0.000
pdmx:QmQHNvedtwuhPSd9JXJiyBWkkfJ7YxPi75Ek1Tv1vo5C1G,pdmx,И.С. Бах,Сарабанда,,,6,dummy-v0,0.000,0.097,0.606,0.272,0.024,0.000
pdmx:QmQLWSFf1yJGhQd2tMxjqB5gWcPbd8W2F6xT1rmQDWovtJ,pdmx,Papa Roach,The World Around You,,,5,dummy-v0,0.010,0.713,0.087,0.082,0.108,0.000
pdmx:QmQLijq1ykdpDEujSNynpo1g7XeMxoy1FD1YvUTCBS4CcK,pdmx,Helge Schneider,Katzeklo,,,3,dummy-v0,0.839,0.161,0.000,0.000,0.000,0.000
pdmx:QmQMCKTR6cCpLfY35BpZYEtiACc6pwWbtch7iWLHK82xQQ,pdmx,Janji feat. Johning,Janji-Heroes Tonight,,,3,dummy-v0,0.558,0.170,0.117,0.074,0.081,0.000
pdmx:QmQMhNXZKTpVwrmfQ9HyY8QyyGkNRHUKCWFr1MKuWB8Ngu,pdmx,French Traditional,Frere Jacques,,,3,dummy-v0,0.967,0.033,0.000,0.000,0.000,0.000
pdmx:QmQNAKobKz6BYmMwPhqZ8GXuq9g96R1cnaVVwGyPVUu1i7,pdmx,für Gitarre,Diabelli,,,3,dummy-v0,0.988,0.011,0.000,0.000,0.000,0.000
pdmx:QmQPNjQeJHrJNZz9XsfUzje3rVrdDUVqDwKcjCTTRGLwPv,pdmx,Traditional,Galway Races,,,3,dummy-v0,0.732,0.063,0.183,0.016,0.006,0.000
pdmx:QmQRo9MPJgZPjKJvY6xZZo2LLv39i2yWfJ3k2icXTKfnf3,pdmx,Johann Sebastian Guitar Bach - BWV Anh. 114,Menuet in G,,,6,dummy-v0,0.072,0.311,0.479,0.093,0.045,0.000
pdmx:QmQUJjEptTwcyCuvm8o35KYaYn11bzEqNLVhr3TZegqG8X,pdmx,François Campion,Prélude,,,5,dummy-v0,0.021,0.807,0.121,0.028,0.022,0.000
pdmx:QmQVEKTCH2hoSSEkpDdYKqghDRnLdoFaRBCHSSbLxmoqMB,pdmx,Mauro Giuliani,Estudo Nº5,,,3,dummy-v0,0.740,0.137,0.065,0.043,0.015,0.000
pdmx:QmQVT1FwLqtn5FTx4zEugm5EJxnES593K2H5Pz26mGppEk,pdmx,Pixinguinha,PROEZAS DE SOLON,,,5,dummy-v0,0.052,0.870,0.059,0.012,0.006,0.000
pdmx:QmQWEUg9uKWnU6kEXQtGqzzaN2MxpCkowMViFZKN2a1hZ3,pdmx,Robert de Visée,Livre de Guittarre dédié au Roy - 1682  6. Passacaille,,,6,dummy-v0,0.298,0.221,0.335,0.090,0.056,0.000
pdmx:QmQXHvEgG8qKXrpyhscazGnQLHmwf7cAPjq4eJS8NBthv1,pdmx,Robert de Visée,Livre de Guittarre dédié au Roy - 1682 - 9. Bourée,,,5,dummy-v0,0.180,0.375,0.360,0.034,0.050,0.000
pdmx:QmQYCNhSTnQpKorvAmfqaoHP8Zf6n2ME1VPFPEPvimsJ3w,pdmx,Isaac Albéniz,Zambra Granadina,,,7,dummy-v0,0.000,0.005,0.033,0.956,0.006,0.000
pdmx:QmQYNFCdHZV8gdH1DrYqgd5xanCSzLxJeWk1axVK4NCftA,pdmx,Monti Carlo,Two 'Irish' Songs,,,7,dummy-v0,0.000,0.089,0.245,0.378,0.288,0.000
pdmx:QmQZCFJreHf3i9ffzyLPtLFgJrDJdFiGkyUHsLGLfewrjs,pdmx,Trad,Boogie Woogie Bass,,,5,dummy-v0,0.382,0.596,0.014,0.008,0.000,0.000
pdmx:QmQeq1UkP8GcptSi94FqX2UfxbiZKTLxhijVdS5ZdwQk6P,pdmx,Gabriel B,Preludio No. 4,,,5,dummy-v0,0.033,0.393,0.269,0.191,0.115,0.000
pdmx:QmQfsCX8iH8VCgu9SAybvb7QYAktgYfrsY3yCmbJnDCxc4,pdmx,Allie Wrubel & Herb Magidson,Gone with the wind,,,3,dummy-v0,0.719,0.280,0.001,0.000,0.000,0.000
pdmx:QmQqB1G1PoAn9NN75pjHBMN6mXXML5KF7u43URLgLLkFSJ,pdmx,Paul de SENNEVILLE and Olivier Toussaint,Mariage D'amour(梦中的婚礼),,,7,dummy-v0,0.000,0.053,0.187,0.745,0.015,0.000
pdmx:QmQqUaV5WJgvvATJGrUp3jpb1wsfYVT86yXryLjZucckYg,pdmx,kanz3,every last friday,,,3,dummy-v0,0.973,0.026,0.000,0.000,0.000,0.000
pdmx:QmQr7fUZNnNaFHngr8x3TTxgvGnqzpLCoAhYYpkNJT6C3X,pdmx,Francisco Tárrega,Vals,,,7,dummy-v0,0.000,0.201,0.147,0.567,0.085,0.000
pdmx:QmQxPLhf64mipt6hTbRnxPYJJJPGaUonRrdub3oyPbY9QX,pdmx,Ф. Сор,Этюд,,,7,dummy-v0,0.007,0.059,0.272,0.570,0.091,0.000
pdmx:QmQxWeySawnx6z5dC4NL8hMjMr84CxFmWDanEpsK3nsevH,pdmx,José María Navarro,Gavota,,,5,dummy-v0,0.208,0.590,0.120,0.056,0.026,0.000
pdmx:QmQyg4Z5s7JYMGj8Soja4Rzpc6xHXQYb6jsE4ZcEFJmDXb,pdmx,Isaac Albéniz,Castilla,,,7,dummy-v0,0.000,0.002,0.055,0.943,0.000,0.000
pdmx:QmQzVE7t7X5WEiW4wfeHYHvBj2WFiJuTvJphA5TsQe48vS,pdmx,Alec Holowka,Possum Springs,,,3,dummy-v0,0.909,0.011,0.023,0.047,0.011,0.000
pdmx:QmR2RjCn3JYx7gwu5pfmqdtYoGk1dau1b2b7hdCCsJaB66,pdmx,Issac Albéniz,Aragon,,,7,dummy-v0,0.000,0.000,0.003,0.997,0.000,0.000
pdmx:QmR3WW6CUJJfh3f6sGzgfWPusakWuD4ZdbuwGuqsedFX2N,pdmx,Traditional - Arranged by VINCE GURALDI,O TANNENBAUM,,,6,dummy-v0,0.208,0.144,0.620,0.014,0.014,0.000
pdmx:QmR4ErMBy5zP1RWkb5hiqg8dytXKH3DzDVKbv2BbLowXK1,pdmx,Phú Quang,Em Ơi Hà Nội Phố,,,5,dummy-v0,0.004,0.865,0.086,0.025,0.020,0.000
pdmx:QmR66PifMKKu3JTV8ZixJjw5FoPKrmjXWxVF4YCQ1HnKh6,pdmx,Johann Sebastian Bach,"Menuett in D-Moll, BWV Anh 132",,,3,dummy-v0,0.388,0.383,0.130,0.085,0.015,0.000
pdmx:QmR6a62kAtN9mhTbLzoAidqYCFAQqcDLej2sRtLumj5UKc,pdmx,"a-ha, Arr. U. Richter",Take On Me,,,5,dummy-v0,0.125,0.774,0.062,0.038,0.001,0.000
pdmx:QmR9JxsYXH4X6PU9wMYzDQJH76cBHbJqBxJJ6MqR596HzA,pdmx,Rebecca Sugar,Drift Away,,,7,dummy-v0,0.124,0.231,0.188,0.309,0.147,0.000
pdmx:QmRB24Jgy9PyPsJ8g67EmokqiYcWAoa9YNX16DvNG6bbhg,pdmx,Elomar Figueira Mello,Arrumação,,,3,dummy-v0,0.662,0.324,0.013,0.001,0.000,0.000
pdmx:QmREomrvSqazuZP6TSLNZJZ7F6YsN9jqxQbhnbfWAg7FWY,pdmx,asd,My Paddle's [1],,,3,dummy-v0,0.945,0.053,0.002,0.000,0.000,0.000
pdmx:QmRKDViHb4d1CUcXQAXzDxCHZNfiP5Muiy22Dg5QfRFss9,pdmx,В.Третьяков,На работу в Москву,,,3,dummy-v0,0.578,0.318,0.064,0.027,0.013,0.000
pdmx:QmRLAyHd9gtN4Wwh1C18xcHUqbtAWnea1CgPwe4jBQfKnX,pdmx,Marcin Przybyłowicz,Witcher 3 - Blood and Wine,,,7,dummy-v0,0.002,0.260,0.227,0.452,0.060,0.000
pdmx:QmRRfTHerQn2D8M2kHJZJnAhMrArVUK63ioHAAvuGeY2qZ,pdmx,Mauro Giuliani,Opus 0785 divertissemens no 3,,,7,dummy-v0,0.004,0.067,0.276,0.580,0.074,0.000
pdmx:QmRYS5vBtUzeUjje8ExKsfoddEStjbDc1WKEnoHS3ABbav,pdmx,Luigi Legnani,Caprice No. 12,,,5,dummy-v0,0.010,0.585,0.334,0.053,0.019,0.000
pdmx:QmRqfGysqvKWZuJTs8qDQUqXF2aiDcQqEkWfURMvtLaF6j,pdmx,Trad,Blue Bells of Scottland,,,3,dummy-v0,0.824,0.045,0.114,0.012,0.005,0.000
pdmx:QmRrA6Yaro91DqGvLxiJHbhQNf93g2KAnJh331SZ6nkJYV,pdmx,Francisco Tárrega,Preludio No. 9,,,5,dummy-v0,0.139,0.736,0.049,0.045,0.031,0.000
pdmx:QmRx4S53AQqpXZSZ8KFMJRnBz1g3uRDZVxLBJFrGEhdHs2,pdmx,Mauro Giuliani,Opus 078_5 divertissemens no 1,,,3,dummy-v0,0.908,0.006,0.054,0.028,0.003,0.000
pdmx:QmSB2RqmnffXYXHpKUBiB34Q3UoyJtgzLinaWp1aq4Jvv5,pdmx,Tolstoy1910,Rudolf Solo,,,5,dummy-v0,0.452,0.523,0.019,0.003,0.002,0.000
pdmx:QmSCPXXrsY9FPbjqkmdcv9jq7RkTNYRDNHd6juCguvqJJU,pdmx,Alexandre Tansman,Danza Pomposa,,,5,dummy-v0,0.002,0.807,0.071,0.097,0.023,0.000
pdmx:QmSCYw4ECNCj9mmUpaGnQ2zHzpqm7SQaJpSwLJJZNFP48v,pdmx,Desconocido. Arreglo: César Amaro,Vidalita,,,5,dummy-v0,0.087,0.541,0.168,0.095,0.109,0.000
pdmx:QmSEn4qN2qG9xaq7erC7q2hoXdEKhb3BsaxFTt515SsbKg,pdmx,Francisco Tárrega,Estudio,,,5,dummy-v0,0.043,0.951,0.005,0.000,0.000,0.000
pdmx:QmSLiWme1kDbFsdjojCR9CM9Q8nuyZrV7Cow3h4zDWqanh,pdmx,Junichi Masuda,Pokemon League (Day),,,7,dummy-v0,0.000,0.039,0.055,0.828,0.078,0.000
pdmx:QmSN46A3twH763f9PWH35P1ee2GUoy9UvXAxBaPocp5E3s,pdmx,Francisco Tárrega,Preludio Sobre Los Gruppetos,,,5,dummy-v0,0.240,0.303,0.147,0.175,0.134,0.000
pdmx:QmSVCC9A3QNrNTzaUqzzvhomyVZD5zHvK3cEGYpVN7916C,pdmx,Ross Ingram,Major & Minor 3 Octave Arpeggios (E-A-D-G-C-F) Tuning,,,7,dummy-v0,0.000,0.055,0.114,0.745,0.086,0.000
pdmx:QmSbskjntq6AiH6fy4EQQeNLByzGPfWRZvTDufQejbBLg6,pdmx,Koji Kondo,Super Mario (Main Theme),,,6,dummy-v0,0.225,0.091,0.550,0.128,0.006,0.000
pdmx:QmSddLNJqHjdwKbq4zN6cTvsb6nkW4GFto5GpWxYeEiRhc,pdmx,Matvei Blanter,Katysha,,,5,dummy-v0,0.210,0.484,0.207,0.078,0.021,0.000
pdmx:QmSwzbeoYGwYVmAKZg93kGkVEx1Bc7RP36Xa2ACHdGVUEy,pdmx,Ferdinando Carulli,Les Trois Jours,,,7,dummy-v0,0.000,0.000,0.063,0.920,0.017,0.000
pdmx:QmSzJyQWstiRzmey6J8WvVrV5SXqAuamRpgHFdgwMhEvgf,pdmx,Luigi Legnani,Caprice No. 09,,,6,dummy-v0,0.016,0.131,0.483,0.249,0.121,0.000
pdmx:QmSzLycSo6vPzFDFWxQTzNiwRE7s3oSmX6ZGiRpToPkRcg,pdmx,L V Bethoven,Luna Sonata,,,7,dummy-v0,0.000,0.007,0.486,0.502,0.005,0.000
pdmx:QmT15XePtjhsa7giN8Ju283wZHSHmveYGZoacxBdoKqgtq,pdmx,Hanse Dersen,Dia de la Fugaceta Estrellada,,,7,dummy-v0,0.076,0.020,0.146,0.607,0.151,0.000
pdmx:QmT5uFV1jzStRCPoVhP1spdWSZNpXS4GXUCMonmiE6RJp7,pdmx,Pee-Wee Ellis,The Chicken,,,3,dummy-v0,0.919,0.081,0.000,0.000,0.000,0.000
pdmx:QmT9oXkLGvtfRkbpfZksuKndh848XnEXjTVJAz3gFEcTgF,pdmx,Django Reinhardt,Tears,,,3,dummy-v0,0.735,0.012,0.157,0.041,0.055,0.000
pdmx:QmTEgFyojdn1FaqaegKB5sqG4XpBNeYdrmedTUvAmN633u,pdmx,French Traditional,Frere Jacques,,,3,dummy-v0,0.967,0.033,0.000,0.000,0.000,0.000
pdmx:QmTLAhZLviqVaZBM894ENeZch6HiNye3aWqnJhrhX37Vzw,pdmx,Francisco Tarrega,Lagrima,,,7,dummy-v0,0.001,0.245,0.253,0.376,0.125,0.000
pdmx:QmTLEEdGAsW3AiuBeD56WrBqi57CMtC7jV1BWLpDXSXoZs,pdmx,Francisco Tárrega,Preludio,,,5,dummy-v0,0.023,0.704,0.097,0.105,0.070,0.000
pdmx:QmTQRRstdRireuiCavEq5ddV3q5EbQyt3CUPBCPsJHdULK,pdmx,Francisco Tárrega,Gran Jota de Concierto,,,7,dummy-v0,0.000,0.000,0.000,1.000,0.000,0.000
pdmx:QmTRoPguGkr8yf9Ym6qRX9dMrDKs2qNeEkw61aKagRn8zY,pdmx,Roland Dyens,Hymne a l'amour,,,7,dummy-v0,0.000,0.070,0.090,0.822,0.019,0.000
pdmx:QmTT3Ba44UmC3jaNNuLxsQXEV1bKEksh3xd3fQssFksTNC,pdmx,Anonymous,Spanish Romance D'Amour,,,7,dummy-v0,0.000,0.071,0.155,0.695,0.080,0.000
pdmx:QmTUoxKZK4vQ5ZsMqVGLgFfSUheNAa9hkhuhXa5VkBZxrP,pdmx,Frezza Salvatore,Romeo und Julia,,,7,dummy-v0,0.000,0.004,0.026,0.952,0.019,0.000
pdmx:QmTXxrqnQg43GxnndUW6LV7sgwg2W137tsgtH6HLAV9fHA,pdmx,I odn't remember,Autumn Voyage,,,7,dummy-v0,0.001,0.123,0.186,0.626,0.064,0.000
pdmx:QmTYuePy5HwjVne6FgqcygroWt4KMLctBF4o7zZFoyjCfe,pdmx,arrangement Ross Ingram,Autumn Leaves (E-A-D-G-C-F) tuning,,,7,dummy-v0,0.003,0.219,0.261,0.277,0.241,0.000
pdmx:QmTccN9m2NNMn3vuDgnKxyk5qDUnDZACKzJekRAvM7hASx,pdmx,Alberto Estévez,Escala de Do Mayor,,,3,dummy-v0,0.851,0.055,0.071,0.016,0.006,0.000
pdmx:QmTzuhpEbXYREUXKgHwgdx9wra6tUL1d9E4kvASbbsdXRx,pdmx,Johann Pachelbel,Pachelbel's Canon,,,6,dummy-v0,0.014,0.024,0.692,0.269,0.001,0.000
pdmx:QmU1DM7AToMNZZCyPThEGwhCPTwvkUMuLQL2hE5Pe5dJKw,pdmx,Orestes,Luna,,,7,dummy-v0,0.014,0.197,0.251,0.464,0.074,0.000
pdmx:QmU3EeXFeutvETGsC1Qowba6zNJ1jnZFCtkRcdrCC82ZjU,pdmx,Luigi Legnani,Caprice No. 15,,,7,dummy-v0,0.000,0.215,0.237,0.522,0.026,0.000
pdmx:QmU4X6Vp1pGr5iFPhLnbz6NMPHEBZmcDi48QLodi1sWqS4,pdmx,Pee-Wee Ellis,The Chicken,,,5,dummy-v0,0.406,0.592,0.001,0.000,0.000,0.000
pdmx:QmU5wq7wBekBU91JaCbxGMJfmaFHjUQNedfhuvRodajzdx,pdmx,P.I.Tchaikovsky,El lago de los cisnes,,,3,dummy-v0,0.957,0.043,0.000,0.000,0.000,0.000
pdmx:QmU7PFdoMoJhc1XXNhBJK1NhawH1fkNQkQfTZEQcoJHQ6f,pdmx,Napoleon Coste,Les Soirees D'Auteuil,,,7,dummy-v0,0.014,0.077,0.160,0.684,0.065,0.000
pdmx:QmU7RMCpz9iPsaribxtdp64hGZ74YgWHyPNTvwQgkqTAA4,pdmx,Francisco Tárrega,El Carnaval de Venecia,,,7,dummy-v0,0.000,0.000,0.000,1.000,0.000,0.000
pdmx:QmUA8oAVJUT6EfFRLZnEFBXCJ8uYVaf6iGbCjGoqVNivfp,pdmx,Antonio J. Manjon,Aire Vasco,,,7,dummy-v0,0.000,0.000,0.000,0.993,0.007,0.000
pdmx:QmUC316gifdwJmvzAqE1YGEseu17dUqTdeYEg2bQKsyiro,pdmx,Francisco Tárrega,Preludio,,,5,dummy-v0,0.060,0.437,0.191,0.090,0.222,0.000
pdmx:QmUDDYWK2eyXgbtQWsQxFfsRowJnoF5u2is9RGC4Y1mWUc,pdmx,Francisco Tárrega,Estudio,,,6,dummy-v0,0.140,0.264,0.281,0.193,0.122,0.000
pdmx:QmUEFFbYDFx9gUsyeMYGMvb71ZK8H4XGSF5mhfFGgV88Gf,pdmx,Luigi Legnani,Caprice No. 03,,,5,dummy-v0,0.238,0.337,0.234,0.166,0.026,0.000
pdmx:QmUENb9UHn4vVQykVexJhafPsAgrqepPWwTfANjthXuHEp,pdmx,Music by Abraham Carrillo,Mi Corazón Encantado,,,7,dummy-v0,0.000,0.067,0.026,0.817,0.090,0.000
pdmx:QmUFTbGyjg7LMruDRJyMSwq3FDZHPRFhg5uS1TQJhap67o,pdmx,Manuel M. Ponce,Prelude in E,,,6,dummy-v0,0.005,0.262,0.415,0.249,0.068,0.000
pdmx:QmUHEyeMSsaheL6iDje3iBvw1GEvDfbsnAsDpCMQEGuo1w,pdmx,Johann Sebastian Bach,"Preludio I, BWV846",,,5,dummy-v0,0.024,0.433,0.073,0.219,0.251,0.000
pdmx:QmUJ4wfe2GZZY4vQhGRWX844eNrEXE3uqDDRv9AC9Sedfp,pdmx,Francisco Tárrega,La Mariposa,,,5,dummy-v0,0.246,0.629,0.046,0.054,0.026,0.000
pdmx:QmUM8aCbvstWNxFqkyixvkG2berwXFM3GAs6KQrAsACDSH,pdmx,Luigi Legnani,Caprice No. 22,,,3,dummy-v0,0.247,0.233,0.243,0.179,0.098,0.000
pdmx:QmUPZ9eVhTQvsoioCisv5HNoFeqqgs6ErttzEjQKNqDscR,pdmx,Luigi Legnani,Caprice No. 07,,,7,dummy-v0,0.000,0.287,0.252,0.392,0.070,0.000
pdmx:QmUQNehVttK8QvtvLMmmU1gnMDvPaku1cH3KxE9AJ7ofn5,pdmx,Luigi Legnani,Caprice No. 14,,,3,dummy-v0,0.405,0.180,0.202,0.102,0.112,0.000
pdmx:QmUU2GZjmRFX49N1G4o6ouaMXAY3Mfhkf2rZ2XZt9p3aDw,pdmx,Pascual Roch,Polka,,,7,dummy-v0,0.002,0.253,0.197,0.294,0.254,0.000
pdmx:QmUW2wMCiy8wbzCE5XGtpzReeNgJiKr59oa6arTCjEPokh,pdmx,Jonathan D. Rodriguez,Cedro Sentimental,,,5,dummy-v0,0.000,0.561,0.331,0.046,0.061,0.000
pdmx:QmUZKCypSzdDUorpJCe7jckBRtw6TjAWcaixby4o5CviNG,pdmx,Francisco Tárrega,Pavana,,,7,dummy-v0,0.000,0.214,0.073,0.667,0.046,0.000
pdmx:QmUaRTK13pjAW9hb9ciYAr54r9ognt5q6DntYgKCnFv3LY,pdmx,Anonyme,Morrison's jig,,,5,dummy-v0,0.184,0.555,0.132,0.069,0.060,0.000
pdmx:QmUdWrXwwXJNxDKsSjwEdtApTS5gpyv13KmS3zywKon6MT,pdmx,lewis capaldi,before you go,,,5,dummy-v0,0.446,0.483,0.045,0.019,0.006,0.000
pdmx:QmUf2xQ87tLWgGKF86U1EWKbKFhuDsSsuhnP6cJyFNjaXe,pdmx,Johann Kaspar Mertz,Unruhe,,,7,dummy-v0,0.000,0.004,0.432,0.526,0.038,0.000
pdmx:QmUj3dvhPteyv7TosQrFhNP9AEXm31mtV2t4wTkB1oLqtH,pdmx,Danny Elfman,Sally's Song,,,5,dummy-v0,0.027,0.638,0.192,0.141,0.002,0.000
pdmx:QmUkkxyjqq7Y96jHdcyZrcicoh5aSdL7SK58ms1R3GDAk3,pdmx,Django Reinhardt,Tears,,,8,dummy-v0,0.000,0.005,0.079,0.178,0.738,0.000
pdmx:QmUoqQEMnCjUW2RuMTTFoSb9ZBtHLhfVohYdL2trq2nSP3,pdmx,Scarlatti,Sonata K.208 in A,,,7,dummy-v0,0.001,0.413,0.018,0.568,0.001,0.000
pdmx:QmUpBfmCsbZVWWaqSbiAispfk3NBg9P41miCNT83YagmFX,pdmx,G. Sanz,ESPAGNOLETA,,,5,dummy-v0,0.075,0.561,0.161,0.088,0.115,0.000
pdmx:QmUpEZ3bDSCmRhzEYNdANJmc89hiRpJcvQkTNz6y4ykQka,pdmx,Isaac Albéniz,Capricho Catalan,,,7,dummy-v0,0.000,0.117,0.242,0.630,0.010,0.000
pdmx:QmUptHi9veJk2wh2HZ5sWsYWNPm1Uk63HxdVLHGxKkFY9n,pdmx,Pee-Wee Ellis,The Chicken,,,3,dummy-v0,0.951,0.048,0.001,0.000,0.000,0.000
pdmx:QmUt95gWYwKPeBPtG1iPRCiF2L36v1UF3bZA9pq2Yq4PBy,pdmx,"a-ha, Arr. U. Richter",Take On Me,,,5,dummy-v0,0.021,0.954,0.013,0.011,0.001,0.000
pdmx:QmUv9NY1kBQJtC7Dc5EPqV9JcFnUPFbVfhX2N9UNFT8Ypn,pdmx,Francisco Tárrega,Tango,,,7,dummy-v0,0.000,0.110,0.007,0.658,0.225,0.000
pdmx:QmV2kwKZ22W8oDXjS6L4UTNeDfM56xhmEdV2DbGqnQFcEW,pdmx,Francisco Tárrega,La Cartagenera,,,7,dummy-v0,0.000,0.016,0.136,0.848,0.000,0.000
pdmx:QmV4EiF6kaDFBnSoCSuCRPPAnQejwYatfjvExBnkbFnEmD,pdmx,Yuki Kajiura,Starting the case: Rail Zeppelin,,,7,dummy-v0,0.000,0.207,0.071,0.523,0.199,0.000
pdmx:QmV4gNBbkMw1xHtRV4zxUnLJa83GLznLxmnynM2yPP9DDJ,pdmx,Luigi Legnani,Caprice No. 04,,,5,dummy-v0,0.030,0.443,0.337,0.153,0.037,0.000
pdmx:QmVA9y96nATgjLR4YvGqxv82L1BoYaMZTxUrGvkFycrqE8,pdmx,Luigi Legnani,Caprice No. 02,,,5,dummy-v0,0.003,0.776,0.149,0.055,0.016,0.000
pdmx:QmVDaX5YmZCxYK6KHvwZmKKf4fx35k56tcmMowDHPFNYL4,pdmx,F. Carulli,Andantino,,,3,dummy-v0,0.649,0.074,0.184,0.080,0.014,0.000
pdmx:QmVH3kRjbe3D17ztBGxCh9S55B17WLRmrVBXZMXNiLLo71,pdmx,Scott Joplin,THE ENTERTAINER,,,5,dummy-v0,0.005,0.707,0.101,0.104,0.083,0.000
pdmx:QmVJLPV7VXNuW6DUkeyFkfyqh28SyBu8y94SvKodN7L4LN,pdmx,Francisco Tárrega,Preludio No. 3,,,5,dummy-v0,0.011,0.587,0.149,0.134,0.119,0.000
pdmx:QmVJcoaUtEo21bnsXgWmX2cWBcjPgpE4q3o58EAcxjt32n,pdmx,Anónimo S. XVI,A toye,,,3,dummy-v0,0.645,0.098,0.077,0.084,0.095,0.000
pdmx:QmVV2ReMaJhHqz1qwZkB9fFb2458vwGmNqDBL3pZ9sbz1q,pdmx,Luigi Legnani,Caprice No. 08,,,5,dummy-v0,0.015,0.445,0.308,0.171,0.061,0.000
pdmx:QmVYEmpWF6fU99HiuHffQy7n9FLCaXiFCRxqbTi4smsKmP,pdmx,Joaquín Turina,Rafaga,,,7,dummy-v0,0.000,0.003,0.087,0.887,0.022,0.000
pdmx:QmVZzgXpM4GNg8hZXo92aRiJ7a2tXBLU1oSyGm7Vu1NgtB,pdmx,Francisco Tárrega,Las Dos Hermanitas,,,7,dummy-v0,0.000,0.049,0.070,0.842,0.039,0.000
pdmx:QmVjdH2p9kJLUjW1sNUfVtaksoJ38V5MPH9pF6LVNArg2k,pdmx,Mauro Giuliani,Variations sur un Thème de G. F. Haendel,,,7,dummy-v0,0.000,0.022,0.199,0.777,0.001,0.000
pdmx:QmVoiJXqBgrAsBc2Yyq1SyQ18RrRU1nGM6SmCUNqpvbCba,pdmx,G Dempsey,Alles Von Mir,,,5,dummy-v0,0.230,0.635,0.119,0.007,0.008,0.000
pdmx:QmVqEjrhuSPMQnsTqMTeHmEfhbP4m2bmafzHBUpMhgWvYG,pdmx,Joh. Anton Logy,Partita a-Moll -  2. Capriccio,,,6,dummy-v0,0.006,0.061,0.806,0.106,0.021,0.000
pdmx:QmVrfc2hjfuYARS2QoDxurJrMqq3o4TimtJi8abAS2JJ7i,pdmx,Everlast,What it's like,,,3,dummy-v0,0.871,0.058,0.056,0.010,0.006,0.000
pdmx:QmVry3t5TdS8sBT6JEx8cT8eEbGxZsnxCkvqwLWHECfHLh,pdmx,Dinioso Aguado,Introduction and Rondo,,,7,dummy-v0,0.000,0.000,0.000,1.000,0.000,0.000
pdmx:QmVvxzjEuHdPEc3ekxm1bJhp5VaPNgQDLQ4FxurKfwSazW,pdmx,H.Purcel,Minuet,,,7,dummy-v0,0.004,0.209,0.369,0.378,0.040,0.000
